id,session_id,message,response,chats,human_agent,intent,reason,created_at
346,7hluyesyllm6f0wbaipqnmd4j8j0q2eu,"I earn 20,000 a year and I live on my own.","Based on the information provided, you may be eligible for a Single Person Discount on your Council Tax bill. This discount can only be given to the property that is your main home. Please note that checks may be undertaken to validate your application. You can find more information and apply for the discount on our website: 😁 (https://www.southend.gov.uk/info/200187/council_tax/111/council_tax_discounts_and_exemptions)",1,False,1,,2024-01-20 14:50:24.437187+00:00
347,xq8xiyzhkhgvrj5grs79761yf6xo0j46,I am single and I can not afford my council tax bill,"You may be eligible for a Single Person discount on your council tax bill. This discount can only be given to the property that is your main home. If you have children living with you who are 18 or over, a Single Person discount would not be applicable. Please let me know if you would like more information on how to apply for this discount.",1,False,1,,2024-01-20 14:50:24.437187+00:00
348,xq8xiyzhkhgvrj5grs79761yf6xo0j46,Yes I want information on how to apply.,"To apply for the Single Person discount on your council tax bill, you will need to contact the council and provide them with the necessary information. They may undertake checks to validate your application. Please visit our website for more information on how to apply or contact our council tax department directly.",1,False,1,,2024-01-20 14:50:24.437187+00:00
349,rv5nnle04245ig10lzoki5j53dw7z34q,I am single and I can not afford my council tax bill,"To qualify for a council tax rebate, you must meet the following criteria:
1. You are of state pension age or over.
2. Your income is too high for you to qualify for Council Tax Reduction.
3. There is at least a second adult sharing your home.
4. The second adult has a low income (i.e. is in receipt of Income Support, Jobseekers Allowance, Employment Support Allowance, or a very low part-time wage).

If you meet these criteria, you may be eligible for a rebate. Please provide more information if you need further assistance.",1,False,1,,2024-01-20 14:50:24.437187+00:00
350,01qaqalh6y66l3a0r88kxksqnyj6clw8,"I am single and I can not afford my council tax bill. #BREAK#
 i earn £20000 a year and I live on my own.","You may be eligible for a Council Tax Reduction if you have a low income. Please provide your income details so that we can assess your eligibility. #BREAK#
 To qualify for Council Tax Reduction, your income must be too high for you to qualify for Council Tax Reduction. However, you may be eligible for other forms of financial assistance. Please visit our website for more information on available support options: 😁 (https://www.southend.gov.uk/council-tax-reduction)",1,False,2,,2024-01-20 14:50:24.437187+00:00
351,qtb8li8y7ehllwpi0el9923e1fgm4nzx,I am single and I can not afford my council tax bill,You may be eligible for a Single Person discount on your council tax bill. This discount is applicable if you are the only adult living in the property. You can find more information and apply for the discount on our website: 😁 (https://my.southend.gov.uk/),1,False,1,,2024-01-20 14:50:24.437187+00:00
352,20t14r1potipx51uzwhxe9w0m45j52ji,I am single and I can not afford my council tax bill,"You may be eligible for a Single Person discount on your council tax bill. This discount is applicable if you are the only adult living in the property. Please note that if you have children living with you who are 18 or over, the Single Person discount may not apply. You can find more information and apply for the discount on our website: 😁 (https://my.southend.gov.uk/)",1,False,1,,2024-01-20 14:50:24.437187+00:00
353,m8mkksud8l11ewkloch5aa3jxrva3nn9,I am single and I can not afford my council tax bill.,You may be eligible for a Single Person discount on your council tax bill. This discount is applicable if you are the only adult living in the property. Please provide your postcode so I can check the specific criteria and provide you with more information.,1,False,1,,2024-01-20 14:50:24.437187+00:00
354,m3mdyteac3amielulfdfdxxnay5s8gkc,I want to arrange the collection and disposal of a refrigerator.,You can arrange the collection and disposal of a refrigerator by contacting the council. Please visit our website for more information on how to schedule a collection: 😁 .,1,False,1,,2024-01-20 14:50:24.437187+00:00
355,5y52k9g21lk51zvt31rd6u1jffzb8gjf,I want to arrange the collection and disposal of a refrigerator.,You can arrange the collection and disposal of a refrigerator by contacting us. Please visit our website for more information on how to schedule a collection: 😁 .,1,False,1,,2024-01-20 14:50:24.437187+00:00
356,bwakd6ph11n2368by4eoxdtugmiaod0y,I want to dispose of an old sofa,You can book a bulky waste collection to dispose of your old sofa. Please contact us on 0203 567 6955 to make a booking.,1,False,1,,2024-01-20 14:50:24.437187+00:00
357,6c89y62g3mvrswvtvsdbhmzsch08enf0,- I want to arrange the collection and disposal of an old fridge.,You can arrange the collection and disposal of an old fridge by either taking it to the Household Waste Recycling Centre or by booking a bulky waste collection. Please note that there may be a charge for the collection.,1,False,1,,2024-01-20 14:50:24.437187+00:00
358,qt9230e7gpgyt4jd5sw0rhnorf3zvgp9,I want to arrange the collection and disposal of an old fridge.,You can arrange the collection and disposal of your old fridge by either taking it to the Household Waste Recycling Centre or by booking a bulky waste collection through Veolia. Please note that there may be a charge for the collection.,1,False,1,,2024-01-20 14:50:24.437187+00:00
359,pwsm2yd1qweijft1677ad23uprex67e4,- I want to arrange the collection and disposal of an old fridge.,"You can arrange the collection and disposal of your old fridge in two ways:
1. Take it to the Household Waste Recycling Centre (HWRC). Good quality unwanted items are accepted at the Stock Road Re-use Shop.
2. Arrange for it to be collected by booking online using Veolia's bulky waste collection portal or by calling Veolia. Please note that there will be a charge for this service.",1,False,1,,2024-01-20 14:50:24.437187+00:00
360,2cy9p2wsayafkvi39ouveaumqmjqziks,I want to arrange the collection and disposal of an old fridge.,"To arrange the collection and disposal of an old fridge, you have two options:

1. Take it to the Household Waste Recycling Centre (HWRC). Good quality unwanted items are accepted at the Stock Road Re-use Shop.
2. Arrange for it to be collected. Please note, there will be a charge for this.

You can book a bulky waste collection online using Veolia's bulky waste collection portal 😁 (https://tinyurl.com/yt9fu4ax) or you can call Veolia for assistance.",1,False,1,,2024-01-20 14:50:24.437187+00:00
361,clabvlnz2742iqql2jf1jazaa2y1b1d3,I am a single woman living on my own and I can not afford my council tax bill. Is there any way I can reduce it?,"Yes, there are ways to reduce your council tax bill. You may be eligible for Council Tax Reduction if your income is low. Additionally, you can apply for a council tax discount based on your specific circumstances. You can find more information and apply for these reductions on our website: 😁 (https://my.southend.gov.uk/)",1,False,1,,2024-01-20 14:50:24.437187+00:00
362,isiic7ct69t753mtka5kejrua0zlw604,I am a single woman living on my own and I can not afford my council tax bill.,You may be eligible for a Single Person discount on your council tax bill. This discount is applicable if you are the only adult living in the property. You can find more information and apply for the discount on our website: 😁 (https://www.southend.gov.uk/info/200187/council_tax/111/single_person_discount),1,False,1,,2024-01-20 14:50:24.437187+00:00
363,o9l52ixwgyvipsgztwq7yjhmr0vpixco,I am a single woman living on my own and I can not afford my council tax bill. Is there a way I can reduce it?,"Yes, there are ways to reduce your council tax bill. One option is to apply for Council Tax Reduction if your income is too high to qualify for it. Another option is to apply for a council tax discount, which you can do online at https://my.southend.gov.uk/ by selecting 'Council Tax' from the left-hand menu.",1,False,1,,2024-01-20 14:50:24.437187+00:00
364,swy0fjqo795lrqbt38pgd1dgiv4pyr34,What council tax discounts do you have for single people living on their own,"As a single person living on your own, you may be eligible for a Single Person discount on your council tax. This discount can only be given to the property that is your main home. To apply for this discount, you can visit our website at 😁 (https://my.southend.gov.uk/) and select 'Council Tax' from the left-hand menu.",1,False,1,,2024-01-20 14:50:24.437187+00:00
365,l2zefb2pdsn6kshmtz6182f092tqq4hj,"I want to arrange the disposal of my old sofa. #BREAK#
 Can i book online instead?","You can arrange the disposal of your old sofa by contacting us at Southend City Council. We offer a bulky waste collection service for large items like sofas. You can book a collection by calling us on 0203 567 6955. Please note that there may be a charge for this service. #BREAK#
 Yes, you can also book a bulky waste collection online using Veolia's bulky waste collection portal. You can access the portal 😁 (https://tinyurl.com/yt9fu4ax).",1,False,2,,2024-01-20 14:50:24.437187+00:00
366,leb2xuc9hp6f2csok9wa4sgojq9xxrp1,I want to arrange the disposal of my old sofa.,"You can arrange the disposal of your old sofa by contacting a local charity to see if they can use it. If not, you can book a bulky waste collection with us. Please note that there may be a charge for this service.",1,False,1,,2024-01-20 14:50:24.437187+00:00
367,xpemvbvaecywa5aqrpxyw2vixva3md6o,I want to arrange the disposal of an old sofa.,"You can arrange the disposal of your old sofa by contacting a local charity to see if they can use it. If not, you can book a bulky waste collection with us. Please note that there may be a charge for this service.",1,False,1,,2024-01-20 14:50:24.437187+00:00
368,lekejfgwf6l81k93pmgjeljz6may8rxr,I want to arrange the disposal of my old sofa.,"You can arrange the disposal of your old sofa by contacting a local charity to see if they can use it. If not, you can book a bulky waste collection with us. Please note that there may be a charge for this service.",1,False,1,,2024-01-20 14:50:24.437187+00:00
369,my91w88vbf4rvodz1duugjm56567cbka,I want to arrange the disposal of an old sofa.,"You can arrange the disposal of your old sofa by booking a bulky waste collection with us. Please visit our website 😁 (https://www.southend.gov.uk/bulkywaste) to book a collection online. Alternatively, you can call us on 0203 567 6955 to book over the phone.",1,False,1,,2024-01-20 14:50:24.437187+00:00
370,rr52inp7adl7gabgnlyoccdl2kexedwy,I want to arrange the disposal of an old sofa.,"You can arrange the disposal of your old sofa through the bulky waste collection service provided by Southend City Council. You can book a collection by calling 0203 567 6955. They will take your payment and confirm your booking over the phone. For more information on what can be booked for a bulky waste collection, you can visit this 😁 (https://www.southend.gov.uk/bulkywaste).",1,False,1,,2024-01-20 14:50:24.437187+00:00
371,8zlaxyw4shhk7z34a6pfj882x6vbg9pk,"I am a single woman living on my own, is there way to reduce my council tax bill?","Yes, there are ways to reduce your council tax bill. You can apply for a council tax discount based on your specific circumstances. For example, if you are the only adult living in your home, you may be eligible for a single person discount. You can apply for a council tax discount through the Southend City Council website.",1,False,1,,2024-01-20 14:50:24.437187+00:00
372,5k2msaqxrrr8ana8lhiyorqsor3ifwkh,"I am a single woman living on my own, is there way to reduce my council tax bill?","To qualify for a council tax discount, you must meet certain criteria. One option is to apply for a single person discount if you are the only adult living in your home. Contact us for more information on how to apply for this discount.",1,False,1,,2024-01-20 14:50:24.437187+00:00
373,ylfxxn9xug2epbgekjc59s2kijubuhte,"I am a single woman living on my own, is there way to reduce my council tax bill?","Yes, there are several ways to reduce your council tax bill. You may be eligible for a single person discount, which can reduce your bill by 25%. You can also check if you qualify for any council tax discounts or exemptions based on your circumstances. Contact us for more information and to apply for any available reductions.",1,False,1,,2024-01-20 14:50:24.437187+00:00
374,29eegw7hsm50ao2ifsvslz35w9xrag2q,"I am a single woman living on my own, is there way to reduce my council tax bill?","To reduce your council tax bill, you can apply for a council tax discount. Please visit https://my.southend.gov.uk/ and select 'Council Tax' from the left-hand menu to choose the right option for you.",1,False,1,,2024-01-20 14:50:24.437187+00:00
375,l6vt6h9077575trhxhbv1b07eslt66lp,I want to arrange the disposal of an old sofa.,"You can arrange the disposal of your old sofa by booking a bulky waste collection with Southend City Council. Please call 0203 567 6955 to make a booking and payment over the phone. For more information, you can visit the Southend City Council website 😁 (https://www.southend.gov.uk/bulky-waste-collection).",1,False,1,,2024-01-20 14:50:24.437187+00:00
376,l0694svkm46r1cucuwqnbwor28ux9lv9,I want to arrange the disposal of an old sofa.,"You can arrange the disposal of your old sofa through the Southend City Council's bulky waste collection service. You can book a collection by calling 0203 567 6955. For more information, you can visit the following link: 😁 (https://www.southend.gov.uk/bulky-waste-collection)",1,False,1,,2024-01-20 14:50:24.437187+00:00
377,q565lrvwdmwvmst8xdml6lq2xdku4550,I want to pay my council tax bill,You can pay your council tax bill online using a credit or debit card. Please visit this link to make a payment: 😁 (https://tinyurl.com/yrm6ygk5),1,False,1,,2024-01-20 14:50:24.437187+00:00
378,b76hek0xkwtg9u7z12a5rzymirnlcj77,I want to arrange the disposal of an old sofa.,You can arrange the disposal of your old sofa through the Southend City Council's bulky waste collection service. You can book a collection by calling 0203 567 6955. Here is the link to the page with more information: 😁 (https://www.southend.gov.uk/bulkywaste),1,False,1,,2024-01-20 14:50:24.437187+00:00
379,q565lrvwdmwvmst8xdml6lq2xdku4550,can i set up a dd instead?,"Yes, you can set up a direct debit to spread your council tax payments from April until March. You can choose one of the following dates as your monthly payment date: 1st, 10th, 20th, or 25th. To set up a direct debit, please visit this link: 😁 (https://tinyurl.com/yvnrqrxr)",1,False,1,,2024-01-20 14:50:24.437187+00:00
380,ha99u0f78s90bj6xu2ixf3nyzriul7sr,I want to arrange the disposal of an old sofa.,You can arrange the disposal of your old sofa through the Southend City Council's bulky waste collection service. You can book a collection by calling 0203 567 6955. Here is the link to the page with more information: 😁 (https://www.southend.gov.uk/bulkywaste),1,False,1,,2024-01-20 14:50:24.437187+00:00
381,jg2w81ffalydc2sl4if62auyfbk3ve9o,I want to pay my business rates,You can pay your business rates online using our online payment system. Please visit this link to make a payment: 😁 (https://tinyurl.com/yrxgm5sv),1,False,1,,2024-01-20 14:50:24.437187+00:00
382,nft5cfdlc5cmwk3e9bzd9a854es6yz4x,I have garden waste that I want collected.,"You can have your garden waste collected by Veolia for a fee. They provide a weekly collection service for 12 months. To start the service and make payment, please use the garden waste portal 😁 (https://tinyurl.com/yqt6loe9).",1,False,1,,2024-01-20 14:50:24.437187+00:00
383,tzkftuqx7swhz5wmr30pgxcezyvhhusp,I want to report this abandoned vehicle md21 nzj parked outside my house.,"I'm sorry, but you cannot report the vehicle as abandoned because it has a valid road tax. If you have any other concerns or issues, please let me know and I'll be happy to assist you.",1,False,1,,2024-01-20 14:50:24.437187+00:00
384,okjnvv3az6dccul2joz34pxct9xtp04z,My request to reduce my council tax was rejected and I want to appeal.,You can appeal the decision regarding your Council Tax Reduction by writing a letter to the Southend City Council within 1 month from the date of the letter confirming the original decision. Here is the link to the Southend City Council website for more information: 😁 (https://www.southend.gov.uk/council-tax-reduction-appeals),1,False,1,,2024-01-20 14:50:24.437187+00:00
385,6bfq8ywj6stj6t4nm0b9tmyp736d4n70,My request to reduce my council tax was rejected and I want to appeal.,"You can appeal the decision regarding your Council Tax Reduction. You must write a letter requesting an appeal within 1 month from the date of the letter confirming the original decision. For more information on how to appeal, please visit: 😁 (https://tinyurl.com/yvh4x535)",1,False,1,,2024-01-20 14:50:24.437187+00:00
386,ypdpgd4e268qdlfr9wojxk5vaoqrik4c,How do i appeal a council tax decision ?,"To appeal a council tax decision, you need to contact the Valuation Office Agency (VOA). You can visit their website at 😁 (http://www.voa.gov.uk/) or call them on 03000501501 for more advice. Remember to continue paying your council tax while your appeal is being considered. If you fail to pay, recovery action will be taken.",1,False,1,,2024-01-20 14:50:24.437187+00:00
387,dsjfaaqsttpcigix468v8jyqcvwqtwfv,What is eligibility criteria for receiving housing benefits?,"To be eligible for housing benefits, you must meet the following criteria:
1. You pay rent to a private landlord, housing association, or a council property (note: you cannot claim if you rent from close relatives that live in the same property).
2. You are on a low income or receiving certain benefits.
3. You have savings below a certain limit.
4. You live in the property as your main home.
For more information, you can visit the Citizen Access Benefits portal 😁 (https://tinyurl.com/yvnrqrxr).",1,False,1,,2024-01-20 14:50:24.437187+00:00
388,0jza8ye4zd7zcnjgzwtmigrwqjomjumn,My claim for housing benefit was rejected.,I'm sorry to hear that your claim for housing benefit was rejected. You have the right to request a reconsideration of the decision within 1 month of the date of the decision. You can find more information on how to request a reconsideration and the appeals process in this document: 😁 (tue21.pdf#page=7),1,False,1,,2024-01-20 14:50:24.437187+00:00
389,78rpw4irh16zvk0uy9q4tst0gsr3p0hh,My claim for housing benefit was rejected.,I'm sorry to hear that your claim for housing benefit was rejected. You have the right to request a reconsideration of the decision within 1 month of the date of the decision. You can find more information on how to request a reconsideration and the appeals process in this document: 😁 (http://example.com/housing-benefit-reconsideration-appeals).,1,False,1,,2024-01-20 14:50:24.437187+00:00
390,07ln9ffwtobix1t08aeyolmg3l87nkrd,My claim for housing benefit was rejected.,I'm sorry to hear that your claim for housing benefit was rejected. You have the right to request a reconsideration of the decision within 1 month of the date of the decision. You can find more information on how to request a reconsideration and the appeals process in this document: 😁 (tue21.pdf#page=7),1,False,1,,2024-01-20 14:50:24.437187+00:00
391,ehtdh112tm974dgwbnm5y48c8pevclw4,tue21.pdf#page=7,"I'm sorry, but I cannot access specific pages or content within a PDF document. However, if you have any questions or need assistance with general information, I'm here to help!",1,False,1,,2024-01-20 14:50:24.437187+00:00
392,dtqid4uixusumjsgur9v5ifdy9uidgsq,My claim for housing benefit was rejected.,I'm sorry to hear that your claim for housing benefit was rejected. You have the right to request a reconsideration of the decision within 1 month of the date of the decision. You can find more information on how to request a reconsideration and the appeals process 😁 (http://tinyurl.com/ywsvb2n2).,1,False,1,,2024-01-20 14:50:24.437187+00:00
393,gf6xmszqf792u9su34o0tybh4gsaqcpx,I want to arrange the disposal of an old sofa.,"You can arrange the disposal of your old sofa through the Southend City Council's bulky waste collection service. You can book a collection by calling 0203 567 6955. They will take your payment and confirm your booking over the phone. For more information, you can visit the 😁 (https://www.southend.gov.uk/bulkywaste).",1,False,1,,2024-01-20 14:50:24.437187+00:00
394,sstb8lqvlmq6z2xmy9ud66wdsg97572x,I want to arrange the collection and disposal of an old fridge.,"You can arrange the collection and disposal of an old fridge by following these steps:

1. Defrost the fridge and remove all shelves.
2. Place the fridge in a carrier bag.
3. On your normal collection day, leave the fridge out for collection.
4. If you live in Southend, you can arrange a bulky waste collection by booking online using Veolia's bulky waste collection portal 😁 (https://tinyurl.com/yt9fu4ax).

Remember, never put electricals in your pink recycling sacks.",1,False,1,,2024-01-20 14:50:24.437187+00:00
395,1aslzujoueu2fxidodrka8s8e3cbgj2t,I want to order a new bin.,"Sure! To order a new bin or report a lost or damaged bin, please fill out the form on this page: 😁 (https://tinyurl.com/yofqj5sc)",1,False,1,,2024-01-20 14:50:24.437187+00:00
396,ed986fa38jgppkzbvv3fhvca71uzk4gh,"I want to arrange the disposal of an old sofa. #BREAK#
 How much will it cost me?","You can arrange the disposal of your old sofa through the Southend City Council's bulky waste collection service. You can book a collection by calling 0203 567 6955. They will take your payment and confirm your booking over the phone. For more information, you can visit the 😁 (https://www.southend.gov.uk/bulkywaste). #BREAK#
 The cost for a bulky waste collection depends on the number of items you want to dispose of. The prices are as follows:
- 1st individual bulky item: £9.90
- 2nd individual bulky item: £6.65
- 3rd individual bulky item: £6.65

If you have more than 5 items to be collected, please contact Veolia on 0203 567 6955 for pricing information. For more details, you can visit the 😁 (https://www.southend.gov.uk/bulkywaste).",1,False,2,,2024-01-20 14:50:24.437187+00:00
397,ed986fa38jgppkzbvv3fhvca71uzk4gh,Can I book online?,"Yes, you can book a bulky waste collection online through Veolia's bulky waste collection portal. You can access the portal 😁 (https://tinyurl.com/yt9fu4ax). Alternatively, you can also call Veolia on 0203 567 6955 to arrange a collection over the phone. For more information, you can visit the [Southend City Council website](https://www.southend.gov.uk/bulkywaste).",1,False,1,,2024-01-20 14:50:24.437187+00:00
398,2d4a7k96ug0q0qjtr9yhbh3v72j3iqnq,I want to arrange the disposal of an old sofa.,"You can arrange the disposal of your old sofa through the Southend City Council's bulky waste collection service. You can book a collection by calling 0203 567 6955. They will take your payment and confirm your booking over the phone. For more information, you can visit the 😁 (https://www.southend.gov.uk/bulkywaste).",1,False,1,,2024-01-20 14:50:24.437187+00:00
399,7av3cdsqgc473x2js511rix5djiiyn3d,My claim for housing benefit was rejected.,I'm sorry to hear that your claim for housing benefit was rejected. You have the right to request a reconsideration of the decision within 1 month of the date of the decision. You can find more information on how to request a reconsideration and the appeals process 😁 (http://tinyurl.com/ywsvb2n2).,1,False,1,,2024-01-20 14:50:24.437187+00:00
400,2d4a7k96ug0q0qjtr9yhbh3v72j3iqnq,Can I apply online?,"Yes, you can apply online for the bulky waste collection service. Simply create an account on MySouthend and fill in a short form to request a collection. You can track the progress of your request through MySouthend. To apply online, visit 😁 (https://tinyurl.com/ylxm5rg6).",1,False,1,,2024-01-20 14:50:24.437187+00:00
401,g0cobiizveaoqu15fxzsm1aqcdygnqs3,What can be recycled in pink sacks?,"In the pink recycling sacks, you can recycle the following items:
- Steel and aluminium cans (no need to remove labels)
- Food and drink cans
- Foil ready meal trays
- Foil pie trays
- Egg boxes
- Household plastic packaging (including plastic film)

For more information, you can refer to this 😁 (https://www.southend.gov.uk/info/200383/recycling_and_waste/114/recycling_in_southend/2)",1,False,1,,2024-01-20 14:50:24.437187+00:00
402,zspuwh2f08hem34pxgdwzdepfimi3ole,What can be recycled in pink sacks?,"Steel and aluminium items such as food and drink cans, foil ready meal trays, and foil pie trays can be recycled in pink sacks. Additionally, egg boxes and household plastic packaging (including plastic film) can also be recycled in pink sacks.",1,False,1,,2024-01-20 14:50:24.437187+00:00
403,4jogmhdiy99v7kdj6xu1metc6lkxnhq3,How do i pay my council tax?,"You can pay your council tax online using a credit or debit card at https://tinyurl.com/yrm6ygk5. Alternatively, you can pay over the phone by calling the 24-hour automated payment line on 08702 406650.",1,False,1,,2024-01-20 14:50:24.437187+00:00
404,e5zb7ilqprsr2k9050j33p00jz2v7b5g,Can i set up a direct debit instead?,"Yes, you can set up a direct debit to pay your bills. You can choose to spread your payments from April until March and select a monthly payment date of either the 1st, 10th, 20th, or 25th. To set up a direct debit, you can either use the online application form or download the form and follow the instructions provided.",1,False,1,,2024-01-20 14:50:24.437187+00:00
405,1d69d66snll26pnjspkka7vja8quc767,"How do i pay my council tax? #BREAK#
 Can i set up a direct debit instead?","You can pay your council tax online using a credit or debit card at this link: 😁 (https://tinyurl.com/yrm6ygk5). Alternatively, you can pay over the phone by calling the 24-hour automated payment line on 08702 406650. #BREAK#
 Yes, you can set up a direct debit to spread your council tax payments from April until March. You can choose one of the following dates as your monthly payment date: 1st, 10th, 20th, or 25th. To set up a direct debit, please visit this link: 😁 (https://tinyurl.com/yvnrqrxr).",1,False,2,,2024-01-20 14:50:24.437187+00:00
406,wns8d48vm9p3k33efeijshexau4p2hbf,I want to arrange the disposal of an old sofa.,You can arrange the disposal of your old sofa by booking a bulky waste collection with Southend City Council. You can do this by calling 0203 567 6955 (charged at local rate) to make the payment and confirm your booking over the phone.,1,False,1,,2024-01-20 14:50:24.437187+00:00
407,bwlnqzfduxxmmy9kdnrh571bjskmxqah,I want to arrange the collection and disposal of an old fridge.,You can arrange the collection and disposal of an old fridge by booking a bulky waste collection online using Veolia's bulky waste collection portal. Here is the link to the online booking portal: 😁 (https://tinyurl.com/yt9fu4ax),1,False,1,,2024-01-20 14:50:24.437187+00:00
408,1sl50huo09a7dt5ukghx0k8ekqiwtpe5,I want to arrange the disposal of an old sofa.,"You can arrange the disposal of your old sofa by booking a bulky waste collection with Southend City Council. You can book online at 😁 (https://www.southend.gov.uk/bulkywaste) or by calling 0203 567 6955. The collection service accepts items such as sofas, armchairs, and mattresses.",1,False,1,,2024-01-20 14:50:24.437187+00:00
409,lrstianmhmr4axqa0g9fiyfbs1z8a4ac,I want to arrange the disposal of an old sofa.,You can arrange the disposal of your old sofa by booking a bulky waste collection with Southend City Council. You can book online at 😁 (https://www.southend.gov.uk/bulkywaste) or by calling 0203 567 6955.,1,False,1,,2024-01-20 14:50:24.437187+00:00
410,yhi58t16zaq99626sj29ewf0k6cb2aa8,I want to arrange the collection and disposal of an old sofa.,"You can arrange the collection and disposal of your old sofa by booking a bulky waste collection with Southend City Council. You can book online at 😁 (https://www.southend.gov.uk/bulkywaste) or by calling 0203 567 6955. The collection day will be provided during the booking process. Please ensure that the sofa is accessible and placed on the inside edge of your property, and put it out by 7am on the collection day.",1,False,1,,2024-01-20 14:50:24.437187+00:00
411,ddtzmdlfqi9clz31070gyszhex2v8fpv,I want to arrange the disposal of an old sofa.,You can arrange the disposal of your old sofa by booking a bulky waste collection with Southend City Council. You can book online at 😁 (https://www.southend.gov.uk/bulkywaste) or by calling 0203 567 6955.,1,False,1,,2024-01-20 14:50:24.437187+00:00
412,3n7t37ncupibmz4tnewn06v8w5trq899,I want to arrange the disposal of an old furniture.,"You can arrange the disposal of old furniture by booking a bulky waste collection with Southend City Council. You can book online using Veolia's bulky waste collection portal here: 😁 (https://tinyurl.com/yt9fu4ax). Alternatively, you can call Veolia on 0203 567 6955 to arrange the collection over the phone. Please note that there will be a charge for this service.",1,False,1,,2024-01-20 14:50:24.437187+00:00
413,yconuq4zymekobfujl1m17k097z5b87u,I want to arrange the disposal of an old furniture.,"You can arrange the disposal of old furniture by booking a bulky waste collection with Southend City Council. You can book online using Veolia's bulky waste collection portal here: ≫https://tinyurl.com/yt9fu4ax≫. Alternatively, you can call Veolia on 0203 567 6955 to arrange the collection over the phone. Please note that there will be a charge for this service.",1,False,1,,2024-01-20 14:50:24.437187+00:00
414,xhupto2o1ktrqfbsx4wn27m5uiduxs6r,I want to arrange the disposal of an old furniture.,"You can arrange the disposal of old furniture by booking a bulky waste collection with Southend City Council. You can book online using Veolia's bulky waste collection portal here: ≫ https://tinyurl.com/yt9fu4ax ≫. Alternatively, you can call Veolia on 0203 567 6955 to arrange the collection over the phone. Please note that there will be a charge for this service.",1,False,1,,2024-01-20 14:50:24.437187+00:00
415,5om0645tan6vgefjuxjs59nbh70jpyf9,I want to arrange the disposal of an old furniture.,"You can arrange the disposal of old furniture by booking a bulky waste collection with Southend City Council. You can book online using Veolia's bulky waste collection portal here:  ≫ https://tinyurl.com/yt9fu4ax ≫. Alternatively, you can call Veolia on 0203 567 6955 to arrange the collection over the phone. Please note that there will be a charge for this service.",1,False,1,,2024-01-20 14:50:24.437187+00:00
416,pl92cho0ty96w9m6hgw5l76hwzry0c4h,I want to arrange the disposal of an old furniture.,"You can arrange the disposal of old furniture by booking a bulky waste collection with Southend City Council. You can book online using Veolia's bulky waste collection portal here: https://tinyurl.com/yt9fu4ax. Alternatively, you can call Veolia on 0203 567 6955 to arrange the collection over the phone. Please note that there will be a charge for this service.",1,False,1,,2024-01-20 14:50:24.437187+00:00
417,vxqmdiqxy49m5n012c18iyenyq1hd0qp,I want to arrange the disposal of an old sofa chair.,You can arrange the disposal of your old sofa chair by booking a bulky waste collection. You can do this by calling 0203 567 6955 or by filling in an online form on MySouthend. Please note that online bookings are prioritized. Here is the link to the online form: 🖰https://tinyurl.com/ylxm5rg6,1,False,1,,2024-01-20 14:50:24.437187+00:00
418,hupt935cwj2q80gah1ft5po5imfx6eaw,I want to arrange the disposal of a sofa chair,You can arrange the disposal of a sofa chair by booking a bulky waste collection with Southend City Council. You can book online at >>> https://www.southend.gov.uk/bulkywaste or by calling 0203 567 6955.,1,False,1,,2024-01-20 14:50:24.437187+00:00
419,jc7zwm3k0dfobpclf4jmc6j61pjxse33,I want to arrange the collection and disposal of an old fridge.,You can arrange the collection and disposal of your old fridge by booking a bulky waste collection online using Veolia's bulky waste collection portal. Here is the link to the portal: >>> https://tinyurl.com/yt9fu4ax,1,False,1,,2024-01-20 14:50:24.437187+00:00
420,9ux3ehlv7cubgtsf269jq8dlvy2rzu49,I want an old fridge collected.,"To arrange the collection of your old fridge, please ensure that it is defrosted and the shelves have been removed. You can then put it out for collection on your scheduled collection day. If you have missed a collection, you can report it online and the council will return within 24 hours to collect it.",1,False,1,,2024-01-20 14:50:24.437187+00:00
421,000lrggttgaotvrltkyhpqrf27fkx2zl,I want an old fridge collected and disposed of.,You can arrange for the collection of your old fridge by booking a bulky waste collection online using Veolia's bulky waste collection portal. Please visit this ➣ ➣https://tinyurl.com/yt9fu4ax to book the collection.,1,False,1,,2024-01-20 14:50:24.437187+00:00
422,2ev1cgm8fmdle3uqkg34chsgq0btc0ez,I want an old fridge collected and disposed of.,You can arrange for the collection of your old fridge by booking a bulky waste collection online using Veolia's bulky waste collection portal. Please visit this  ➣https://tinyurl.com/yt9fu4ax to book the collection.,1,False,1,,2024-01-20 14:50:24.437187+00:00
423,p95tlt67ebbg4ajftqfztzw9kiyu4bje,I want an old fridge collected and disposed of.,You can arrange for the collection of your old fridge by booking a bulky waste collection online using Veolia's bulky waste collection portal. Please visit this  ➣ https://tinyurl.com/yt9fu4ax to book the collection.,1,False,1,,2024-01-20 14:50:24.437187+00:00
424,iv3nvdun78fgozywoi1z8j08xf76510s,I want to arrange the collection and disposal of an old fridge.,You can arrange the collection and disposal of your old fridge by booking a bulky waste collection online using Veolia's bulky waste collection portal. Here is the link to the portal: link(https://tinyurl.com/yt9fu4ax),1,False,1,,2024-01-20 14:50:24.437187+00:00
